Sample ID,PH_3550_M,PH_3550_STD,H2OT_3550_MAX,BL_H2OT_3550_MAX,H2OT_3550_SAT,PH_1635_BP,PH_1635_STD,PH_1515_BP,PH_1515_STD,P_1515_BP,P_1515_STD,STD_1515_BP,STD_1515_STD,PH_1430_BP,PH_1430_STD,P_1430_BP,P_1430_STD,STD_1430_BP,STD_1430_STD,PH_5200_M,PH_5200_STD,PH_4500_M,PH_4500_STD,STN_P5200,ERR_5200_x,STN_P4500,ERR_4500_x,AVG_BL_BP,AVG_BL_STD,PC1_BP,PC1_STD,PC2_BP,PC2_STD,PC3_BP,PC3_STD,PC4_BP,PC4_STD,m_BP,m_STD,b_BP,b_STD,PH_1635_PC1_BP,PH_1635_PC1_STD,PH_1635_PC2_BP,PH_1635_PC2_STD,Repeats,PH_1430,PH_1515,Thickness,H2Ot_MEAN,H2Ot_STD,H2Ot_3550_M,H2Ot_3550_STD,H2Ot_3550_SAT,H2Om_1635_BP,H2Om_1635_STD,CO2_MEAN,CO2_STD,CO2_1515_BP,CO2_1515_STD,CO2_1430_BP,CO2_1430_STD,H2Om_5200_M,H2Om_5200_STD,OH_4500_M,OH_4500_STD,PH_5200_S2N,ERR_5200_y,PH_4500_S2N,ERR_4500_y,Density,Density_Sat,Tau,Eta,epsilon_H2OT_3550,sigma_epsilon_H2OT_3550,epsilon_H2Om_1635,sigma_epsilon_H2Om_1635,epsilon_CO2,sigma_epsilon_CO2,epsilon_H2Om_5200,sigma_epsilon_H2Om_5200,epsilon_OH_4500,sigma_epsilon_OH_4500
CI_Ref_6_chip1_100x100_256s_sp4,0.532230066,0.000962218,0.5093547,-0.012400347,-,0.076787433,0.003187784,0.54055394,0.003853222,1525.706095,0.33571853,33.20715121,0.45240891,0.542279375,0.005043176,1426.956943,0.396556289,38.80690757,0.48167374,0.002758276,0.000101379,0.003873022,8.22e-05,11.33843807,-,13.0871584,-,0.862076284,0.039173851,1.857235177,0.406624955,0.223036293,0.022682342,0.050646584,0.066146501,-0.3,0.008577195,0.000207394,7.14e-05,0.31798539,0.022709408,-0.100600311,0.01768094,0.513491862,0.026262191,CI_Ref_6,0.573350587,0.586570897,51.21,1.039222405,0.097574424,1.039222405,0.097574424,-,0.291120038,0.051303166,4950.539777,245.9868425,4942.651365,346.8227592,4958.428188,348.9299077,0.409422476,0.097370379,0.658081208,0.165827586,11.33843807,-,13.0871584,-,2840.475225,2840.475225,0.668578597,0.286160074,63.44113629,7.325334912,32.67368368,8.416438575,330.9553919,14.89004534,0.83453795,0.292738933,0.729038602,0.272008646
CI_Ref_6_chip1_100x100_256s_sp5,0.562674974,0.001613604,0.5386174,-0.013519288,-,0.08032738,0.003156652,0.575454664,0.003897709,1525.775305,0.314124886,33.19594972,0.424269638,0.579949438,0.005067146,1426.9429,0.374524642,38.97166583,0.453437314,0.003561441,7.65e-05,0.003896617,2.52e-05,24.89852882,-,11.13564629,-,0.891136438,0.039154635,1.536723233,0.406131688,0.275335907,0.02264657,0.022720796,0.067012901,-0.3,0.00766908,0.000201586,7.14e-05,0.353203781,0.022762191,-0.100450468,0.017459217,0.542202667,0.026296028,CI_Ref_6,0.60516435,0.618103843,55.37,1.015113917,0.092287098,1.015113917,0.092287098,-,0.281380267,0.048838507,4880.596858,228.4681453,4861.610272,321.1551993,4899.583445,325.038631,0.48843615,0.114233129,0.611737821,0.152993236,24.89852882,-,11.13564629,-,2841.208572,2841.208572,0.668578597,0.286160074,63.44113629,7.325334912,32.67368368,8.416438575,330.9553919,14.89004534,0.83453795,0.292738933,0.729038602,0.272008646
CI_Ref_8_1_100x100_256s_sp1,0.398959273,0.000747112,0.3840665,-0.00754003,-,0.09717686,0.003191476,0.81888406,0.003922778,1526.214941,0.224771577,33.69548412,0.316116909,0.817388735,0.005201485,1426.564284,0.274092319,39.23339498,0.326825844,0.003802952,7.98e-05,0.001573041,3.29e-06,28.56383444,-,7.354327442,-,0.713331071,0.040010022,0.738052078,0.412644952,0.172779939,0.023393821,0.01280342,0.067571982,-0.3,0.007171396,7.12e-05,7.27e-05,0.334183799,0.023081595,-0.171303615,0.017768893,0.79392492,0.027975374,CI_Ref_8,0.853066501,0.869896371,50.14,0.82325219,0.079135172,0.82325219,0.079135172,-,0.466824683,0.099453828,8391.384484,444.3857615,8399.053038,628.8683679,8383.71593,628.0441034,0.825685606,0.299687645,0.367115727,0.132897821,28.56383444,-,7.354327442,-,2944.192739,2944.192739,0.610641581,0.404192369,59.30624729,7.021379409,25.47497849,8.056341412,291.4789662,17.3894749,0.563651809,0.279893959,0.524374818,0.260288617
CI_Ref_8_1_100x100_256s_sp2,0.43894241,3.67e-05,0.4241259,-0.005883731,-,0.104557743,0.003168237,0.876672903,0.003736273,1526.216947,0.213018514,33.6832566,0.293967593,0.882574448,0.004821703,1426.657708,0.253236478,39.27080712,0.299697354,0.000701264,8.69e-05,0.00263306,7.78e-05,3.117165334,*,9.758423846,-,0.85951703,0.036084723,2.358599768,0.371548929,0.122031561,0.022686815,0.010711094,0.061387605,-0.3,0.006101891,0.000133092,6.55e-05,0.333014876,0.020829406,-0.182580716,0.017623366,0.844458562,0.027670339,CI_Ref_8,0.948736771,0.964979572,52.13,0.87140474,0.082393473,0.87140474,0.082393473,-,0.483231451,0.102240586,8679.862785,446.7766537,8650.745446,629.4629428,8708.980124,634.2033719,0.146481729,0.056888689,0.591196353,0.213985915,3.117165334,*,9.758423846,-,2942.5568,2942.5568,0.610641581,0.404192369,59.30624729,7.021379409,25.47497849,8.056341412,291.4789662,17.3894749,0.563651809,0.279893959,0.524374818,0.260288617
CI_Ref_8_1_100x100_256s_sp3,0.410414798,0.001225638,0.3848521,-0.016477887,-,0.096426288,0.003160416,0.813815951,0.003870214,1526.157063,0.230275338,33.70182802,0.32378068,0.815492145,0.005090074,1426.513452,0.276288862,39.05822356,0.33383193,0.001358019,8.87e-05,0.00219235,5.23e-05,10.54524295,-,10.94711826,-,0.801285586,0.039314958,2.051294522,0.40592834,0.11415502,0.022910388,0.054614709,0.066484497,-0.3,0.007011662,0.000237944,7.15e-05,0.28320639,0.02272788,-0.168026628,0.017504803,0.785834618,0.027774407,CI_Ref_8,0.855691105,0.873589576,47.72,0.882784058,0.086279616,0.882784058,0.086279616,-,0.482851447,0.103072501,8709.801666,473.2256724,8700.841226,667.1739995,8718.762106,671.3039569,0.307345498,0.1138209,0.533334865,0.193741494,10.54524295,-,10.94711826,-,2942.170691,2942.170691,0.610641581,0.404192369,59.30624729,7.021379409,25.47497849,8.056341412,291.4789662,17.3894749,0.563651809,0.279893959,0.524374818,0.260288617
CI_Ref_8_1_100x100_256s_sp4,0.441159136,0.001305697,0.4044018,-0.027185051,-,0.105452131,0.00317442,0.888662767,0.003951476,1526.355408,0.196484498,33.59861119,0.274149821,0.900706702,0.005014314,1426.495911,0.234674348,39.55049033,0.262942091,0.001624251,8.51e-05,0.003817082,7.24e-05,11.9459749,-,16.7610259,-,0.729420906,0.03834222,0.291199561,0.398075203,0.374705142,0.022134571,-0.175925899,0.065347629,-0.3,0.005129126,-6.45e-05,7e-05,0.40687197,0.022327438,-0.168932142,0.017287146,0.864902536,0.026716067,CI_Ref_8,0.958373529,0.970703883,52.41,0.875850372,0.082824352,0.875850372,0.082824352,-,0.487390006,0.103004216,8828.933464,454.573483,8769.507447,638.0046768,8888.359481,647.6868366,0.339294893,0.124050985,0.857086683,0.310158242,11.9459749,-,16.7610259,-,2942.405934,2942.405934,0.610641581,0.404192369,59.30624729,7.021379409,25.47497849,8.056341412,291.4789662,17.3894749,0.563651809,0.279893959,0.524374818,0.260288617
CI_Ref_8_2_100x100_256s_sp1,0.499808319,0.00058933,0.4767889,-0.013225028,-,0.11976954,0.003173279,1.004737031,0.00376525,1526.236762,0.184665762,33.77199621,0.259906012,1.007340499,0.004958353,1426.433214,0.222099242,39.3609542,0.262805012,0.003438537,4.67e-05,0.003054585,3.57e-05,18.36352077,-,11.82921854,-,0.946508997,0.037703331,2.160551154,0.389131755,0.133882189,0.022976991,0.000673781,0.063688941,-0.3,0.005474631,0.0001248,6.86e-05,0.40656543,0.021801129,-0.206551566,0.017758732,0.968393704,0.027707421,CI_Ref_8,1.069921794,1.092881362,53.9,0.956424614,0.089058077,0.956424614,0.089058077,-,0.533556314,0.11213939,9568.977978,480.056764,9556.596483,677.6578968,9581.359473,680.1453972,0.692325782,0.25000449,0.661086206,0.238077382,18.36352077,-,11.82921854,-,2939.676553,2939.676553,0.610641581,0.404192369,59.30624729,7.021379409,25.47497849,8.056341412,291.4789662,17.3894749,0.563651809,0.279893959,0.524374818,0.260288617
CI_Ref_9_1_100x100_256s_sp1,1.540716469,0.003177542,1.521269,0.006609951,-,0.259429204,0.003122872,1.67043259,0.003374548,1524.682744,0.112378413,33.05803708,0.144860719,1.66412013,0.003926389,1427.811268,0.137607325,38.57385194,0.149840526,0.006896264,2.07e-05,0.009622738,0.000116155,20.82037205,-,10.24213263,-,1.16438935,0.027277831,-1.252603327,0.274541477,0.724893783,0.0210383,-0.588596421,0.042811413,-0.3,0.002670429,-0.000436046,4.88e-05,0.942545515,0.015290556,-0.308088828,0.016801132,1.455276844,0.024616173,CI_Ref_9,1.770835959,1.824363124,97.91,1.636112461,0.130749808,1.636112461,0.130749808,-,0.639710089,0.129194589,8961.698408,339.5390324,8978.663311,481.1315177,8944.733505,479.2280049,0.766740831,0.270383538,1.151258829,0.406558158,20.82037205,-,10.24213263,-,2916.479882,2916.479882,0.611340431,0.419160164,59.35612329,7.025013318,25.56181097,8.060731974,286.4729207,17.69133343,0.566919301,0.280051423,0.526843521,0.260430411
CI_Ref_9_1_100x100_256s_sp4,1.489170916,0.001869581,1.476047,0.016118625,-,0.252574416,0.003145656,1.603553661,0.003816091,1524.689046,0.11915497,33.12282198,0.15268944,1.59609461,0.004961342,1427.874283,0.142870721,38.48207389,0.170313701,0.007831788,0.000139945,0.009783557,0.000258647,20.16303366,-,16.80743642,-,1.112053264,0.038102723,-1.406003422,0.396658807,0.534731469,0.022509836,-0.404183035,0.065405999,-0.3,0.003296087,-0.000444861,6.96e-05,0.917748657,0.022255339,-0.317409048,0.01725972,1.404779346,0.025131701,CI_Ref_9,1.68782898,1.734480208,97.91,1.580382353,0.126268066,1.580382353,0.126268066,-,0.622416207,0.125487086,8593.739299,325.6225802,8613.773107,461.9540507,8573.705491,459.0410809,0.870207524,0.307469893,1.169764104,0.414559176,20.16303366,-,16.80743642,-,2918.312441,2918.312441,0.611340431,0.419160164,59.35612329,7.025013318,25.56181097,8.060731974,286.4729207,17.69133343,0.566919301,0.280051423,0.526843521,0.260430411
CI_Ref_bas_3_1_100x100_256s_060223_sp1,0.334971139,0.000176368,0.2977904,-0.021275455,-,0.044762576,0.003201319,0.304432198,0.004078093,1521.020809,0.551719898,34.82343469,0.806354676,0.293349795,0.004824868,1421.782937,0.629039669,34.63036859,0.727541724,0.00253998,4.88e-05,0.00218579,6.01e-06,10.53815249,-,7.124440416,-,0.419593484,0.054279898,2.330457419,0.560960437,0.055432893,0.021918457,0.147215752,0.078096413,-0.274434461,0.044541532,0.000340443,9.58e-05,-0.000735064,0.029175833,-0.032804428,0.017313636,0.161561955,0.02447466,CI_Ref_bas_3,0.318224477,0.32119741,26.38,1.313543039,0.187105248,1.313543039,0.187105248,-,0.399192845,0.098033031,5990.765536,547.8812654,6101.829567,788.0606781,5879.701505,761.3513588,1.002217488,0.362598687,0.936046992,0.342373875,10.53815249,-,7.124440416,-,2911.527569,2911.527569,0.617131871,0.421575779,59.76945083,7.055159574,26.28140056,8.097071109,285.6650078,17.73978125,0.593997344,0.281353873,0.547301912,0.261605056
CI_Ref_bas_3_1_100x100_256s_sp2,0.346639026,3.05e-05,0.3086245,-0.022464182,-,0.036318292,0.003135648,0.32798843,0.004023486,1521.497336,0.533526338,34.16873588,0.710588912,0.321057111,0.005228274,1422.859982,0.598330901,35.92303857,0.749667989,0.002690591,0.000206312,0.004347443,0.000144308,4.33368148,-,6.098127403,-,0.34991667,0.065841785,1.643486064,0.681693158,0.016615815,0.021938465,0.064755962,0.08966882,-0.177520636,0.060228283,0.000210639,0.000115617,0.036877144,0.034833133,-0.098086419,0.01764017,0.233020524,0.023296424,CI_Ref_bas_3,0.346010778,0.359193656,24.76,1.449200165,0.216999132,1.449200165,0.216999132,-,0.345308362,0.088317798,6934.715782,675.4701507,7008.773339,964.0426461,6860.658225,946.393932,1.131861705,0.426169598,1.98489307,0.73681541,4.33368148,-,6.098127403,-,2907.094512,2907.094512,0.617131871,0.421575779,59.76945083,7.055159574,26.28140056,8.097071109,285.6650078,17.73978125,0.593997344,0.281353873,0.547301912,0.261605056
CI_Ref_bas_3_1_100x100_256s_sp3,0.306597149,0.000708002,0.2671271,-0.023938152,-,0.040395022,0.003176967,0.332263306,0.004102013,1521.169717,0.529042287,34.53883664,0.734559943,0.326657624,0.005051626,1421.653835,0.604871106,36.32865559,0.7177377,0.001042566,7.52e-05,0.002295275,0.000178065,4.76706215,-,8.469502848,-,0.393140529,0.050805007,2.338575117,0.526294686,0.126679819,0.022425126,0.185404851,0.075811547,-0.3,0.038551271,0.000362534,9.03e-05,-0.02453982,0.027752615,-0.042274065,0.017357017,0.211412733,0.023944663,CI_Ref_bas_3,0.352088854,0.350815453,23.27,1.362996046,0.215994398,1.362996046,0.215994398,-,0.408399398,0.105964584,7486.216165,775.9043532,7549.904151,1105.297125,7422.528179,1089.232999,0.466363769,0.177513841,1.114329198,0.429852079,4.76706215,-,8.469502848,-,2909.908587,2909.908587,0.617131871,0.421575779,59.76945083,7.055159574,26.28140056,8.097071109,285.6650078,17.73978125,0.593997344,0.281353873,0.547301912,0.261605056
CI_Ref_bas_3_2_100x100_256s_060223_sp1,0.396349126,0.000464001,0.3182049,-0.058635851,-,0.054945595,0.00308921,0.366130343,0.003988162,1521.31931,0.46822373,34.69517454,0.676436188,0.351830373,0.004748046,1422.343647,0.544068322,35.10089651,0.62959616,0.002041015,0.000245869,0.003000447,0.000123576,4.790059035,-,8.718768424,-,0.506226236,0.045287855,2.712645453,0.47081831,0.098192001,0.021556558,0.159809155,0.068315204,-0.3,0.03609659,0.000416107,8.05e-05,-0.030825148,0.024813622,-0.068067319,0.017110012,0.222866313,0.024277809,CI_Ref_bas_3,0.377131112,0.384710868,24.87,1.654153119,0.24668496,1.654153119,0.24668496,-,0.521508563,0.128200256,7657.747849,739.579312,7810.270907,1065.633888,7505.22479,1025.833638,0.857114342,0.33561989,1.367527482,0.509246703,4.790059035,-,8.718768424,-,2900.444774,2900.444774,0.617131871,0.421575779,59.76945083,7.055159574,26.28140056,8.097071109,285.6650078,17.73978125,0.593997344,0.281353873,0.547301912,0.261605056
CI_Ref_bas_3_chip1_100x100_256s_sp1,0.524838538,1.57e-05,0.4787361,-0.017984999,-,0.056322069,0.003162504,0.365728046,0.004044927,1521.33379,0.462790424,34.54847781,0.658836017,0.355449505,0.005110109,1422.068132,0.529145801,35.24567419,0.648340699,0.002730818,0.000106141,0.003577022,9.04e-06,11.27077763,-,7.241116532,-,0.484498046,0.06462765,1.793580741,0.667516723,-0.08929781,0.021996653,0.147534048,0.08811247,-0.130790949,0.060411112,0.000203986,0.000113261,0.125725553,0.034062652,-0.051100353,0.017497939,0.198967484,0.023752665,CI_Ref_bas_3,0.364965265,0.366187614,32.38,1.683921292,0.205122539,1.683921292,0.205122539,-,0.410965563,0.093488776,5913.448887,446.0354661,5997.729972,638.591058,5829.167801,622.8900455,0.881624378,0.31148074,1.253343122,0.445109062,11.27077763,-,7.241116532,-,2899.483687,2899.483687,0.617131871,0.421575779,59.76945083,7.055159574,26.28140056,8.097071109,285.6650078,17.73978125,0.593997344,0.281353873,0.547301912,0.261605056
CI_Ref_bas_3_chip1_100x100_256s_sp2,0.559952988,8.55e-06,0.5096425,-0.020902804,-,0.063861321,0.003128329,0.482715258,0.004088218,1521.242649,0.34796802,34.51176012,0.496624639,0.468500646,0.005225307,1422.075367,0.394499205,35.2737407,0.501632401,0.002357245,8.85e-05,0.003140121,1.2e-06,6.750575841,-,7.929718378,-,0.598937774,0.035259849,3.0,0.359404279,-0.095346013,0.021194337,0.178881218,0.051940085,-0.21214486,0.042644835,0.000323494,6.13e-05,0.099158469,0.018585932,-0.072844955,0.017143576,0.277435169,0.023883069,CI_Ref_bas_3,0.503806994,0.505894053,35.66,1.629526126,0.186292108,1.629526126,0.186292108,-,0.422647612,0.093463084,7074.429795,489.1294042,7180.147408,700.0031113,6968.712182,683.3636954,0.690254501,0.241276913,0.997949224,0.350033311,6.750575841,-,7.929718378,-,2901.240781,2901.240781,0.617131871,0.421575779,59.76945083,7.055159574,26.28140056,8.097071109,285.6650078,17.73978125,0.593997344,0.281353873,0.547301912,0.261605056
CI_Ref_bas_3_chip1_100x100_256s_sp3,0.53900374,0.000504996,0.4917546,-0.019748536,-,0.060448451,0.003111807,0.432255896,0.004034245,1521.013217,0.38678574,34.47239299,0.557400744,0.42436044,0.004602722,1421.773043,0.445479428,35.34599062,0.517128227,0.003082066,0.000120976,0.003052205,2.79e-05,8.420463636,-,9.301657094,-,0.5372047,0.041503097,2.34132093,0.432486983,0.252516636,0.021469056,-0.079105945,0.066111169,-0.3,0.025724466,0.000253447,7.47e-05,0.121620518,0.023353013,-0.072017521,0.017165182,0.261557653,0.023866506,CI_Ref_bas_3,0.483345118,0.48342815,37.83,1.478928671,0.163416647,1.478928671,0.163416647,-,0.377199741,0.082696769,6006.816692,396.7685499,6062.181684,566.3710122,5951.451699,555.8102242,0.850926692,0.29628185,0.914579472,0.319757088,8.420463636,-,9.301657094,-,2906.12641,2906.12641,0.617131871,0.421575779,59.76945083,7.055159574,26.28140056,8.097071109,285.6650078,17.73978125,0.593997344,0.281353873,0.547301912,0.261605056
CI_Ref_bas_4_2_100x100_256s_sp2,0.524288219,6.44e-06,0.4980273,-0.005596292,-,0.025845399,0.003151929,0.129692715,0.004101267,1521.192533,1.164007421,34.10869816,1.626621258,0.134142042,0.004850745,1421.057561,1.179594966,34.11540432,1.46272774,0.002063266,7.65e-05,0.002503049,4.8e-05,14.87655284,-,11.96192747,-,0.662178351,0.061501029,1.973265894,0.634227666,0.034441286,0.021650368,0.097708022,0.084190068,-0.142770006,0.056286571,0.000197192,0.000107829,0.21682459,0.032438857,0.016283848,0.017204357,0.033137375,0.022533538,CI_Ref_bas_4,0.1249742,0.1387639,54.8,0.986870789,0.09125677,0.986870789,0.09125677,-,0.111782901,0.027087959,1265.821706,70.52268619,1244.474804,96.68342368,1287.168608,102.6942679,0.398499776,0.139343901,0.522498146,0.183060938,14.87655284,-,11.96192747,-,2932.186087,2932.186087,0.614243305,0.422260483,59.56329767,7.04011664,25.92249471,8.078956645,285.4360054,17.75350046,0.580491773,0.280704806,0.53709799,0.261019277
CI_Ref_bas_4_2_100x100_256s_sp3,0.540158663,1.69e-05,0.5113883,-0.006127902,-,0.03538293,0.00311851,0.150753794,0.004126228,1521.216383,1.090600579,35.02965274,1.602778735,0.14830869,0.005037675,1421.746939,1.189718138,34.40075086,1.401091472,0.001810573,0.000201182,0.004809256,4.8e-05,7.836512343,-,8.87467965,-,0.642800358,0.06878151,1.567352358,0.711927793,0.013857574,0.022075467,0.083604885,0.093472505,-0.125291044,0.062444367,0.000127293,0.00012079,0.241207073,0.036365294,-0.009320492,0.017615099,0.063798337,0.024365829,CI_Ref_bas_4,0.151905159,0.143965,39.27,1.424821866,0.154092967,1.424821866,0.154092967,-,0.214454399,0.050007078,2010.719536,135.4246374,2027.158972,190.7797656,1994.280101,192.256107,0.49004722,0.184123147,1.406832292,0.500039424,7.836512343,-,8.87467965,-,2917.631951,2917.631951,0.614243305,0.422260483,59.56329767,7.04011664,25.92249471,8.078956645,285.4360054,17.75350046,0.580491773,0.280704806,0.53709799,0.261019277
CI_Ref_bas_5_1_100x100_256s_sp1,0.599276485,0.00043256,0.5684023,-0.000219343,-,0.052698941,0.003185364,0.153843202,0.00413478,1520.88645,1.014747497,34.2244611,1.442782468,0.153434852,0.00494951,1421.402785,1.08411958,34.38366291,1.36188963,0.002826882,0.000110911,0.003288283,3.22e-06,9.41080745,-,9.461355675,-,0.543175041,0.067326446,1.620997762,0.696764124,0.090426227,0.021779247,0.019034668,0.091397543,-0.104571985,0.061229829,0.000209037,0.000118179,0.173822679,0.035567824,-0.019706885,0.017634404,0.073324852,0.022804507,CI_Ref_bas_5,0.154611879,0.153036084,38.52,1.614067519,0.17641526,1.614067519,0.17641526,-,0.321225303,0.070760134,2116.347173,144.1139851,2119.159643,202.204723,2113.534703,205.398668,0.759109678,0.260322985,0.960213188,0.331151798,9.41080745,-,9.461355675,-,2901.942029,2901.942029,0.618517243,0.420671612,59.86832303,7.062379199,26.45353379,8.105751736,285.9674102,17.72165576,0.60047469,0.281664784,0.55219577,0.261885934
CI_Ref_bas_5_1_100x100_256s_sp3,0.560940756,0.000304468,0.5190475,-0.01423597,-,0.047629776,0.00316564,0.122257253,0.004131981,1520.850815,1.236172877,34.05959187,1.710396447,0.122411684,0.0048294,1421.352467,1.304823965,33.94141792,1.59809161,0.002363303,6.57e-05,0.003119078,6.77e-06,11.04381376,-,12.86841779,-,0.503345825,0.070460549,1.348647753,0.727438955,0.093995389,0.02179869,0.005910397,0.095332689,-0.097380007,0.062534088,0.00014943,0.000123569,0.172699164,0.037150341,-0.01050051,0.017283359,0.048457934,0.022105346,CI_Ref_bas_5,0.125709473,0.122036502,34.91,1.667654993,0.193057805,1.667654993,0.193057805,-,0.320465402,0.072419041,1860.068573,139.3253965,1858.894528,194.8377902,1861.242617,199.2096883,0.700504622,0.24157225,1.005355055,0.349248305,11.04381376,-,12.86841779,-,2900.208918,2900.208918,0.618517243,0.420671612,59.86832303,7.062379199,26.45353379,8.105751736,285.9674102,17.72165576,0.60047469,0.281664784,0.55219577,0.261885934
CI_Ref_bas_5_1_100x100_256s_sp4,0.632859537,1.02e-05,0.6025342,0.002129197,-,0.05693997,0.00317844,0.169519333,0.004080899,1520.590482,0.943523577,34.49326104,1.320017327,0.168115915,0.004931888,1421.450659,1.011726335,34.02090267,1.238650194,0.003187546,0.000256767,0.003888814,4.73e-05,14.49959547,-,9.03219264,-,0.482822381,0.071209829,0.833664419,0.736160861,0.042308626,0.021769314,-0.048360099,0.096472218,-0.037099324,0.063370163,4.31e-05,0.000125021,0.234191828,0.037600471,-0.021104955,0.01759195,0.077141113,0.022612461,CI_Ref_bas_5,0.171737871,0.167507234,39.73,1.653727979,0.177109893,1.653727979,0.177109893,-,0.336734316,0.07333636,2256.136811,148.7962912,2265.514692,209.4180856,2246.758931,211.4365402,0.830454021,0.29155724,1.101736999,0.379355457,14.49959547,-,9.03219264,-,2900.658967,2900.658967,0.618517243,0.420671612,59.86832303,7.062379199,26.45353379,8.105751736,285.9674102,17.72165576,0.60047469,0.281664784,0.55219577,0.261885934
CI_Ref_bas_5_2_100x100_256s_sp1,0.507577042,0.000269133,0.4655904,-0.016241523,-,0.048996037,0.003164084,0.191299572,0.004047754,1520.845816,0.83472774,34.43896678,1.203775397,0.184776247,0.004866681,1421.670471,0.952923055,34.3944751,1.143888594,0.002208774,2.72e-05,0.002474073,9.13e-06,14.9619913,-,14.41923607,-,0.506931904,0.063233623,1.892128452,0.652568106,0.07631582,0.021717279,0.089872505,0.086220755,-0.15869863,0.058126389,0.000241504,0.000110763,0.114966323,0.033310602,-0.028911927,0.017397771,0.105566704,0.022975199,CI_Ref_bas_5,0.1945331,0.1936578,33.0,1.594589166,0.191851776,1.594589166,0.191851776,-,0.348354312,0.079432787,3021.225599,228.4985991,3073.631086,327.1056765,2968.820112,319.1368288,0.691831778,0.239239193,0.842681319,0.295095414,14.9619913,-,14.41923607,-,2902.572958,2902.572958,0.618517243,0.420671612,59.86832303,7.062379199,26.45353379,8.105751736,285.9674102,17.72165576,0.60047469,0.281664784,0.55219577,0.261885934
CI_Ref_bas_6_1_100x100_256s_sp1,0.432717718,0.000885518,0.4181593,0.009446559,-,0.060885136,0.003148337,0.413461329,0.004130809,1520.95651,0.402323538,34.82626216,0.586070265,0.407244727,0.004957327,1420.744735,0.45690937,35.53537576,0.547777475,0.002026863,6.91e-05,0.002741198,6.93e-06,5.188153351,-,9.403531204,-,0.405876116,0.047664835,1.506430512,0.495536357,0.314401479,0.022135633,-0.066833959,0.073096204,-0.3,0.032509403,0.000157897,8.53e-05,0.130894273,0.026437263,-0.018577416,0.017244126,0.243356624,0.02414192,CI_Ref_bas_6,0.460025366,0.456938004,27.06,1.653716852,0.229852232,1.653716852,0.229852232,-,0.52046956,0.122068269,8219.151043,732.3116896,8281.408645,1041.830539,8156.893441,1029.422542,0.755550062,0.262070264,1.116269618,0.392754179,5.188153351,-,9.403531204,-,2893.841006,2893.841006,0.621891647,0.437973789,60.10914983,7.079977668,26.87280529,8.126876135,280.1806202,18.06676388,0.616251811,0.28242104,0.564115926,0.262569905
CI_Ref_bas_6_2_100x100_256s_sp1,0.463751067,0.001539752,0.4401058,-0.00062145,-,0.063995296,0.003152254,0.471732036,0.004182545,1521.491087,0.376965496,34.71973454,0.525534909,0.469302324,0.005054259,1421.223001,0.423354004,36.61019751,0.513474908,0.002798567,0.000146382,0.002765447,0.000260676,7.619684646,-,7.014242659,-,0.399113545,0.041218722,0.965531595,0.427263631,0.334039402,0.022629413,-0.075725432,0.068046144,-0.3,0.016628338,0.000120345,7.47e-05,0.158884997,0.023583196,-0.038374786,0.01703531,0.290551037,0.024803774,CI_Ref_bas_6,0.523298787,0.538597803,28.54,1.685856619,0.225175346,1.685856619,0.225175346,-,0.520368915,0.119366663,8964.458151,761.0645921,8987.604013,1077.159525,8941.312289,1075.455537,0.992324695,0.344981314,1.071206693,0.390828768,7.619684646,-,7.014242659,-,2892.80965,2892.80965,0.621891647,0.437973789,60.10914983,7.079977668,26.87280529,8.126876135,280.1806202,18.06676388,0.616251811,0.28242104,0.564115926,0.262569905
CI_Ref_bas_6_2_100x100_256s_sp2,0.512424211,9.25e-06,0.4867166,0.004065893,-,0.075418928,0.003127699,0.612973782,0.004116719,1521.538843,0.281656564,34.3279295,0.386280538,0.598852875,0.004976409,1421.769448,0.326499014,36.50436087,0.394295554,0.005038394,7.26e-06,0.007545463,0.000404298,5.492904781,-,3.579987859,*,0.502165025,0.04436816,2.030778532,0.458461339,0.025696654,0.022507058,0.169287935,0.069477389,-0.3,0.027342651,0.000264474,7.94e-05,0.128652435,0.024707347,-0.108482462,0.017106372,0.42062533,0.023467403,CI_Ref_bas_6,0.630505992,0.631073927,30.84,1.724428075,0.217576613,1.724428075,0.217576613,-,0.567705862,0.126928109,10686.58132,844.1123726,10811.10756,1204.896589,10562.05508,1182.508773,1.653826501,0.559313977,2.705662123,0.949859927,5.492904781,-,3.579987859,*,2891.573732,2891.573732,0.621891647,0.437973789,60.10914983,7.079977668,26.87280529,8.126876135,280.1806202,18.06676388,0.616251811,0.28242104,0.564115926,0.262569905
